"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00063159,8b1,Deprived Blue-Collar Terraces,E01012523,Warrington 011D,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2624"
"E00063160,8b1,Deprived Blue-Collar Terraces,E01012523,Warrington 011D,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2625"
"E00063161,8b1,Deprived Blue-Collar Terraces,E01012523,Warrington 011D,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2626"
"E00063164,8b1,Deprived Blue-Collar Terraces,E01012525,Warrington 011F,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2627"
"E00063208,8b1,Deprived Blue-Collar Terraces,E01012529,Warrington 019C,8b,Ageing suburbanites,E02002608,Warrington 019,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2628"
"E00173175,8b1,Deprived Blue-Collar Terraces,E01012482,Warrington 011B,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2629"
"E00173177,8b1,Deprived Blue-Collar Terraces,E01012482,Warrington 011B,4b,Constrained renters,E02002600,Warrington 011,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2630"
"E00063087,7b2,Deprived Neighbourhoods,E01012510,Warrington 017D,4b,Constrained renters,E02002606,Warrington 017,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2631"
"E00062772,6a3,Detached Retirement Living,E01012452,Warrington 025D,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2632"
"E00062775,6a3,Detached Retirement Living,E01012449,Warrington 025C,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2633"
"E00062781,6a3,Detached Retirement Living,E01012449,Warrington 025C,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2634"
"E00062785,6a3,Detached Retirement Living,E01012449,Warrington 025C,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2635"
"E00062794,6a3,Detached Retirement Living,E01012452,Warrington 025D,8a,Affluent communities,E02002614,Warrington 025,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2636"
"E00062797,6a3,Detached Retirement Living,E01012450,Warrington 023A,8a,Affluent communities,E02002612,Warrington 023,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2637"
"E00062842,6a3,Detached Retirement Living,E01012463,Warrington 004C,8b,Ageing suburbanites,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2638"
"E00062849,6a3,Detached Retirement Living,E01012464,Warrington 004D,5c,Comfortable neighbourhoods,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2639"
"E00062856,6a3,Detached Retirement Living,E01012463,Warrington 004C,8b,Ageing suburbanites,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2640"
"E00062859,6a3,Detached Retirement Living,E01012463,Warrington 004C,8b,Ageing suburbanites,E02002593,Warrington 004,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2641"
"E00062874,6a3,Detached Retirement Living,E01012461,Warrington 005B,8c,Comfortable suburbia,E02002594,Warrington 005,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2642"
"E00062895,6a3,Detached Retirement Living,E01012472,Warrington 001B,2b,Prospering countryside life,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2643"
"E00062899,6a3,Detached Retirement Living,E01012472,Warrington 001B,2b,Prospering countryside life,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2644"
"E00062908,6a3,Detached Retirement Living,E01012473,Warrington 002A,8b,Ageing suburbanites,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2645"
"E00062926,6a3,Detached Retirement Living,E01012473,Warrington 002A,8b,Ageing suburbanites,E02002591,Warrington 002,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2646"
"E00062927,6a3,Detached Retirement Living,E01012477,Warrington 001D,8b,Ageing suburbanites,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2647"
"E00062973,6a3,Detached Retirement Living,E01012488,Warrington 024B,8a,Affluent communities,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2648"
"E00062976,6a3,Detached Retirement Living,E01012487,Warrington 022C,8b,Ageing suburbanites,E02002611,Warrington 022,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2649"
"E00062982,6a3,Detached Retirement Living,E01012488,Warrington 024B,8a,Affluent communities,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2650"
"E00062988,6a3,Detached Retirement Living,E01012488,Warrington 024B,8a,Affluent communities,E02002613,Warrington 024,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2651"
"E00062997,6a3,Detached Retirement Living,E01012489,Warrington 022D,8a,Affluent communities,E02002611,Warrington 022,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2652"
"E00063017,6a3,Detached Retirement Living,E01012492,Warrington 015B,8b,Ageing suburbanites,E02002604,Warrington 015,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2653"
"E00063045,6a3,Detached Retirement Living,E01012500,Warrington 015E,8b,Ageing suburbanites,E02002604,Warrington 015,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2654"
"E00063307,6a2,Comfortable Suburbia,E01012553,Warrington 014C,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2655"
"E00062549,8d1,Young Hard-Pressed Families,E01012397,Halton 013C,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2656"
"E00062675,5a1,White Professionals,E01012426,Halton 005D,5b,Aspiring urban households,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2657"
"E00063321,6a2,Comfortable Suburbia,E01012551,Warrington 014A,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2658"
"E00062551,8d1,Young Hard-Pressed Families,E01012396,Halton 013B,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2659"
"E00062693,5a1,White Professionals,E01012428,Halton 012C,5b,Aspiring urban households,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2660"
"E00063326,6a2,Comfortable Suburbia,E01012553,Warrington 014C,8b,Ageing suburbanites,E02002603,Warrington 014,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2661"
"E00062560,8d1,Young Hard-Pressed Families,E01012403,Halton 013E,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2662"
"E00170535,5a1,White Professionals,E01012374,Halton 002A,8c,Comfortable suburbia,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2663"
"E00063354,6a2,Comfortable Suburbia,E01012563,Warrington 010A,8b,Ageing suburbanites,E02002599,Warrington 010,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2664"
"E00062562,8d1,Young Hard-Pressed Families,E01012404,Halton 011D,5d,Endeavouring social renters,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2665"
"E00170536,5a1,White Professionals,E01012374,Halton 002A,8c,Comfortable suburbia,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2666"
"E00063357,6a2,Comfortable Suburbia,E01012562,Warrington 009B,8c,Comfortable suburbia,E02002598,Warrington 009,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2667"
"E00062568,8d1,Young Hard-Pressed Families,E01012402,Halton 011C,4a,Challenged white communities,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2668"
"E00170537,5a1,White Professionals,E01012391,Halton 008B,5b,Aspiring urban households,E02002581,Halton 008,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2669"
"E00063359,6a2,Comfortable Suburbia,E01012564,Warrington 010B,8b,Ageing suburbanites,E02002599,Warrington 010,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2670"
"E00062571,8d1,Young Hard-Pressed Families,E01012403,Halton 013E,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2671"
"E00170538,5a1,White Professionals,E01012374,Halton 002A,8c,Comfortable suburbia,E02002575,Halton 002,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2672"
"E00063360,6a2,Comfortable Suburbia,E01012563,Warrington 010A,8b,Ageing suburbanites,E02002599,Warrington 010,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2673"
"E00062572,8d1,Young Hard-Pressed Families,E01012403,Halton 013E,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2674"
"E00062573,8d1,Young Hard-Pressed Families,E01012402,Halton 011C,4a,Challenged white communities,E02002584,Halton 011,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2675"
"E00062581,8d1,Young Hard-Pressed Families,E01012407,Halton 015B,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2676"
"E00062582,8d1,Young Hard-Pressed Families,E01012408,Halton 013F,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2677"
"E00062585,8d1,Young Hard-Pressed Families,E01012406,Halton 015A,5d,Endeavouring social renters,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2678"
"E00062587,8d1,Young Hard-Pressed Families,E01012408,Halton 013F,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2679"
"E00062589,8d1,Young Hard-Pressed Families,E01012407,Halton 015B,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2680"
"E00062595,8d1,Young Hard-Pressed Families,E01012408,Halton 013F,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2681"
"E00062597,8d1,Young Hard-Pressed Families,E01012408,Halton 013F,4a,Challenged white communities,E02002586,Halton 013,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2682"
"E00062645,8d1,Young Hard-Pressed Families,E01012422,Halton 004E,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2683"
"E00062648,8d1,Young Hard-Pressed Families,E01012422,Halton 004E,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2684"
"E00062662,8d1,Young Hard-Pressed Families,E01012420,Halton 004D,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2685"
"E00062664,8d1,Young Hard-Pressed Families,E01012419,Halton 004C,4a,Challenged white communities,E02002577,Halton 004,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2686"
"E00062669,8d1,Young Hard-Pressed Families,E01012427,Halton 005E,5d,Endeavouring social renters,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2687"
"E00062670,8d1,Young Hard-Pressed Families,E01012427,Halton 005E,5d,Endeavouring social renters,E02002578,Halton 005,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2688"
"E00062682,8d1,Young Hard-Pressed Families,E01012424,Halton 007C,4a,Challenged white communities,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2689"
"E00062697,8d1,Young Hard-Pressed Families,E01012429,Halton 012D,5d,Endeavouring social renters,E02002585,Halton 012,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2690"
"E00062718,8d1,Young Hard-Pressed Families,E01012432,Halton 014A,5b,Aspiring urban households,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2691"
"E00062929,8c1,Ageing Industrious Workers,E01012476,Warrington 001C,2d,Rural traits,E02002590,Warrington 001,E06000007,Warrington,7c2r,Prosperous Towns,E12000002,North West,E92000001,England,2692"
"E00062721,8d1,Young Hard-Pressed Families,E01012433,Halton 014B,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2693"
"E00062723,8d1,Young Hard-Pressed Families,E01012433,Halton 014B,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2694"
"E00062732,8d1,Young Hard-Pressed Families,E01012439,Halton 015E,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2695"
"E00062734,8d1,Young Hard-Pressed Families,E01012436,Halton 014C,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2696"
"E00062735,8d1,Young Hard-Pressed Families,E01012436,Halton 014C,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2697"
"E00062736,8d1,Young Hard-Pressed Families,E01012437,Halton 015D,4a,Challenged white communities,E02002588,Halton 015,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2698"
"E00062737,8d1,Young Hard-Pressed Families,E01012438,Halton 014D,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2699"
"E00062739,8d1,Young Hard-Pressed Families,E01012438,Halton 014D,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2700"
"E00062743,8d1,Young Hard-Pressed Families,E01012438,Halton 014D,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2701"
"E00062744,8d1,Young Hard-Pressed Families,E01012436,Halton 014C,4a,Challenged white communities,E02002587,Halton 014,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2702"
"E00062748,8d1,Young Hard-Pressed Families,E01012441,Halton 007D,4b,Constrained renters,E02002580,Halton 007,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2703"
"E00062760,8d1,Young Hard-Pressed Families,E01012442,Halton 006E,4a,Challenged white communities,E02002579,Halton 006,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2704"
"E00062762,8d1,Young Hard-Pressed Families,E01012442,Halton 006E,4a,Challenged white communities,E02002579,Halton 006,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2705"
"E00062765,8d1,Young Hard-Pressed Families,E01012444,Halton 010D,4a,Challenged white communities,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2706"
"E00062766,8d1,Young Hard-Pressed Families,E01012445,Halton 010E,4a,Challenged white communities,E02002583,Halton 010,E06000006,Halton,6a1r,Manufacturing Legacy,E12000002,North West,E92000001,England,2707"
